item_id,item_type,severity,status,reason,affected_rfc_ids,affected_fields,affected_signal_ids,trace_ids,suggested_action,verification_status,verification_explanation,evidence
rev_0047,schema_inconsistency,low,unresolved,Field 'key_rollover_phase' is referenced by 1 indicator(s) (rfc7583_rollover_timing_observed) but is not defined in the OpenINTEL dictionary loaded from E:/Documents/University/year2/DNSSEC/rfc_adoption/data/openintel_dictionary/sample_openintel_dictionary.json; every condition on it is unanswerable. No similarly named field is defined either.,,,,,"Resolve this warning before quoting counts from this run: it did not stop the pipeline, but warnings recorded here mark places where a result may be an artefact of the schema or the reader rather than of the measurement.",,,"{""field_availability"": {}, ""fields_mentioned"": [], ""rfc_ids_mentioned"": [], ""scope"": """", ""source"": ""schema_report_warning"", ""warning"": ""Field 'key_rollover_phase' is referenced by 1 indicator(s) (rfc7583_rollover_timing_observed) but is not defined in the OpenINTEL dictionary loaded from E:/Documents/University/year2/DNSSEC/rfc_adoption/data/openintel_dictionary/sample_openintel_dictionary.json; every condition on it is unanswerable. No similarly named field is defined either.""}"
rev_0048,schema_inconsistency,low,unresolved,Field 'name_algorithm_set_consistency' is referenced by 1 indicator(s) (rfc6840_mandatory_algorithm_rules) but is not defined in the OpenINTEL dictionary loaded from E:/Documents/University/year2/DNSSEC/rfc_adoption/data/openintel_dictionary/sample_openintel_dictionary.json; every condition on it is unanswerable. No similarly named field is defined either.,,,,,"Resolve this warning before quoting counts from this run: it did not stop the pipeline, but warnings recorded here mark places where a result may be an artefact of the schema or the reader rather than of the measurement.",,,"{""field_availability"": {}, ""fields_mentioned"": [], ""rfc_ids_mentioned"": [], ""scope"": """", ""source"": ""schema_report_warning"", ""warning"": ""Field 'name_algorithm_set_consistency' is referenced by 1 indicator(s) (rfc6840_mandatory_algorithm_rules) but is not defined in the OpenINTEL dictionary loaded from E:/Documents/University/year2/DNSSEC/rfc_adoption/data/openintel_dictionary/sample_openintel_dictionary.json; every condition on it is unanswerable. No similarly named field is defined either.""}"
rev_0049,schema_inconsistency,low,unresolved,Field 'record_ttl' is referenced by 1 indicator(s) (rfc9077_nsec_ttl_bounded) but is not defined in the OpenINTEL dictionary loaded from E:/Documents/University/year2/DNSSEC/rfc_adoption/data/openintel_dictionary/sample_openintel_dictionary.json; every condition on it is unanswerable. No similarly named field is defined either.,,,,,"Resolve this warning before quoting counts from this run: it did not stop the pipeline, but warnings recorded here mark places where a result may be an artefact of the schema or the reader rather than of the measurement.",,,"{""field_availability"": {}, ""fields_mentioned"": [], ""rfc_ids_mentioned"": [], ""scope"": """", ""source"": ""schema_report_warning"", ""warning"": ""Field 'record_ttl' is referenced by 1 indicator(s) (rfc9077_nsec_ttl_bounded) but is not defined in the OpenINTEL dictionary loaded from E:/Documents/University/year2/DNSSEC/rfc_adoption/data/openintel_dictionary/sample_openintel_dictionary.json; every condition on it is unanswerable. No similarly named field is defined either.""}"
rev_0050,schema_inconsistency,low,unresolved,Field 'resolver_synthesised_nxdomain' is referenced by 1 indicator(s) (rfc8198_aggressive_nsec_use) but is not defined in the OpenINTEL dictionary loaded from E:/Documents/University/year2/DNSSEC/rfc_adoption/data/openintel_dictionary/sample_openintel_dictionary.json; every condition on it is unanswerable. No similarly named field is defined either.,,,,,"Resolve this warning before quoting counts from this run: it did not stop the pipeline, but warnings recorded here mark places where a result may be an artefact of the schema or the reader rather than of the measurement.",,,"{""field_availability"": {}, ""fields_mentioned"": [], ""rfc_ids_mentioned"": [], ""scope"": """", ""source"": ""schema_report_warning"", ""warning"": ""Field 'resolver_synthesised_nxdomain' is referenced by 1 indicator(s) (rfc8198_aggressive_nsec_use) but is not defined in the OpenINTEL dictionary loaded from E:/Documents/University/year2/DNSSEC/rfc_adoption/data/openintel_dictionary/sample_openintel_dictionary.json; every condition on it is unanswerable. No similarly named field is defined either.""}"
rev_0051,schema_inconsistency,low,unresolved,Field 'validator_algorithm_support' is referenced by 1 indicator(s) (rfc8624_validator_algorithm_support) but is not defined in the OpenINTEL dictionary loaded from E:/Documents/University/year2/DNSSEC/rfc_adoption/data/openintel_dictionary/sample_openintel_dictionary.json; every condition on it is unanswerable. No similarly named field is defined either.,,,,,"Resolve this warning before quoting counts from this run: it did not stop the pipeline, but warnings recorded here mark places where a result may be an artefact of the schema or the reader rather than of the measurement.",,,"{""field_availability"": {}, ""fields_mentioned"": [], ""rfc_ids_mentioned"": [], ""scope"": """", ""source"": ""schema_report_warning"", ""warning"": ""Field 'validator_algorithm_support' is referenced by 1 indicator(s) (rfc8624_validator_algorithm_support) but is not defined in the OpenINTEL dictionary loaded from E:/Documents/University/year2/DNSSEC/rfc_adoption/data/openintel_dictionary/sample_openintel_dictionary.json; every condition on it is unanswerable. No similarly named field is defined either.""}"
rev_0052,schema_inconsistency,low,unresolved,"Dictionary fields `key_tag` (from 2010-01-01), `measurement_id` (from 2010-01-01), `nsec3_flags` (from 2010-01-01), `rsa_key_bitsize` (from 2010-01-01), `source` (from 2010-01-01), `timestamp` (from 2010-01-01), `tlsa_selector` (from 2012-08-01), `zone` (from 2010-01-01) become available after the earliest RFC in this checklist was published. No indicator references them today, but any future indicator built on them will inherit that lower bound.",,key_tag; measurement_id; nsec3_flags; rsa_key_bitsize; source; timestamp; tlsa_selector; zone,,,"The dictionary marks `key_tag` from 2010-01-01T00:00:00; `measurement_id` from 2010-01-01T00:00:00; `nsec3_flags` from 2010-01-01T00:00:00; `rsa_key_bitsize` from 2010-01-01T00:00:00; `source` from 2010-01-01T00:00:00; `timestamp` from 2010-01-01T00:00:00; `tlsa_selector` from 2012-08-01T00:00:00; `zone` from 2010-01-01T00:00:00. Either restrict the analysis window to on or after that date, or annotate results before it as unknown rather than negative - an RFC published earlier than its indicator fields became available cannot be measured over the whole period.",,,"{""field_availability"": {""key_tag"": ""2010-01-01T00:00:00"", ""measurement_id"": ""2010-01-01T00:00:00"", ""nsec3_flags"": ""2010-01-01T00:00:00"", ""rsa_key_bitsize"": ""2010-01-01T00:00:00"", ""source"": ""2010-01-01T00:00:00"", ""timestamp"": ""2010-01-01T00:00:00"", ""tlsa_selector"": ""2012-08-01T00:00:00"", ""zone"": ""2010-01-01T00:00:00""}, ""fields_mentioned"": [""key_tag"", ""measurement_id"", ""nsec3_flags"", ""rsa_key_bitsize"", ""source"", ""timestamp"", ""tlsa_selector"", ""zone""], ""rfc_ids_mentioned"": [], ""scope"": """", ""source"": ""schema_report_warning"", ""warning"": ""Dictionary fields `key_tag` (from 2010-01-01), `measurement_id` (from 2010-01-01), `nsec3_flags` (from 2010-01-01), `rsa_key_bitsize` (from 2010-01-01), `source` (from 2010-01-01), `timestamp` (from 2010-01-01), `tlsa_selector` (from 2012-08-01), `zone` (from 2010-01-01) become available after the earliest RFC in this checklist was published. No indicator references them today, but any future indicator built on them will inherit that lower bound.""}"
rev_0053,schema_inconsistency,low,unresolved,"Dictionary field 'measurement_id' lists no openintel_native_fields, so the Parquet reader has no real OpenINTEL column to resolve it from; it will only be populated if a column of exactly that name exists.",,measurement_id,,,"Re-check the dictionary entry for `measurement_id` (type, nullability and openintel_native_fields) against the real OpenINTEL schema, then re-run schema-check. This does not stop matching, but it silently reduces recall for every indicator that uses the field.",,,"{""field_availability"": {""measurement_id"": ""2010-01-01T00:00:00""}, ""fields_mentioned"": [""measurement_id""], ""rfc_ids_mentioned"": [], ""scope"": """", ""source"": ""schema_report_warning"", ""warning"": ""Dictionary field 'measurement_id' lists no openintel_native_fields, so the Parquet reader has no real OpenINTEL column to resolve it from; it will only be populated if a column of exactly that name exists.""}"
rev_0054,schema_inconsistency,low,unresolved,"Field 'dnssec_ok_flag' is referenced by 2 indicator(s) (rfc4033_dnssec_ok_negotiated, rfc4035_dnssec_ok_negotiated) but is not defined in the OpenINTEL dictionary loaded from E:/Documents/University/year2/DNSSEC/rfc_adoption/data/openintel_dictionary/sample_openintel_dictionary.json; every condition on it is unanswerable. The closest defined field name is nsec3_flags.",,nsec3_flags,,,"Re-check the dictionary entry for `nsec3_flags` (type, nullability and openintel_native_fields) against the real OpenINTEL schema, then re-run schema-check. This does not stop matching, but it silently reduces recall for every indicator that uses the field.",,,"{""field_availability"": {""nsec3_flags"": ""2010-01-01T00:00:00""}, ""fields_mentioned"": [""nsec3_flags""], ""rfc_ids_mentioned"": [], ""scope"": """", ""source"": ""schema_report_warning"", ""warning"": ""Field 'dnssec_ok_flag' is referenced by 2 indicator(s) (rfc4033_dnssec_ok_negotiated, rfc4035_dnssec_ok_negotiated) but is not defined in the OpenINTEL dictionary loaded from E:/Documents/University/year2/DNSSEC/rfc_adoption/data/openintel_dictionary/sample_openintel_dictionary.json; every condition on it is unanswerable. The closest defined field name is nsec3_flags.""}"
rev_0055,schema_inconsistency,low,unresolved,"rfc3110_rsasha1_algorithm: Field `algorithm` is only available from 2010-01-01, which is after RFC 3110's publication date 2001-05-01; adoption before 2010-01-01 cannot be observed through this field.",RFC 3110,algorithm,,,"The dictionary marks `algorithm` from 2010-01-01T00:00:00. Either restrict the analysis window to on or after that date, or annotate results before it as unknown rather than negative - an RFC published earlier than its indicator fields became available cannot be measured over the whole period.",,,"{""field_availability"": {""algorithm"": ""2010-01-01T00:00:00""}, ""fields_mentioned"": [""algorithm""], ""rfc_ids_mentioned"": [""RFC 3110""], ""scope"": ""rfc3110_rsasha1_algorithm"", ""source"": ""indicator_warning"", ""warning"": ""Field `algorithm` is only available from 2010-01-01, which is after RFC 3110's publication date 2001-05-01; adoption before 2010-01-01 cannot be observed through this field.""}"
rev_0056,schema_inconsistency,low,unresolved,"RFC 3110 was published 2001-05-01, but the OpenINTEL fields its indicators rely on only become available later: `algorithm` (from 2010-01-01), `rr_type` (from 2010-01-01). Adoption of RFC 3110 before 2010-01-01 cannot be observed through this corpus, so a first-seen date is a lower bound on when the mechanism appeared, not on when it was adopted.",RFC 3110,algorithm; rr_type,,,"The dictionary marks `algorithm` from 2010-01-01T00:00:00; `rr_type` from 2010-01-01T00:00:00. Either restrict the analysis window to on or after that date, or annotate results before it as unknown rather than negative - an RFC published earlier than its indicator fields became available cannot be measured over the whole period.",,,"{""field_availability"": {""algorithm"": ""2010-01-01T00:00:00"", ""rr_type"": ""2010-01-01T00:00:00""}, ""fields_mentioned"": [""algorithm"", ""rr_type""], ""rfc_ids_mentioned"": [""RFC 3110""], ""scope"": """", ""source"": ""schema_report_warning"", ""warning"": ""RFC 3110 was published 2001-05-01, but the OpenINTEL fields its indicators rely on only become available later: `algorithm` (from 2010-01-01), `rr_type` (from 2010-01-01). Adoption of RFC 3110 before 2010-01-01 cannot be observed through this corpus, so a first-seen date is a lower bound on when the mechanism appeared, not on when it was adopted.""}"
rev_0057,schema_inconsistency,low,unresolved,"rfc3110_rsasha1_on_key_or_signature: Field `rr_type` is only available from 2010-01-01, which is after RFC 3110's publication date 2001-05-01; adoption before 2010-01-01 cannot be observed through this field.",RFC 3110,rr_type,,,"The dictionary marks `rr_type` from 2010-01-01T00:00:00. Either restrict the analysis window to on or after that date, or annotate results before it as unknown rather than negative - an RFC published earlier than its indicator fields became available cannot be measured over the whole period.",,,"{""field_availability"": {""rr_type"": ""2010-01-01T00:00:00""}, ""fields_mentioned"": [""rr_type""], ""rfc_ids_mentioned"": [""RFC 3110""], ""scope"": ""rfc3110_rsasha1_on_key_or_signature"", ""source"": ""indicator_warning"", ""warning"": ""Field `rr_type` is only available from 2010-01-01, which is after RFC 3110's publication date 2001-05-01; adoption before 2010-01-01 cannot be observed through this field.""}"
rev_0058,schema_inconsistency,low,unresolved,"rfc4033_dnssec_algorithm_present: Field `algorithm` is only available from 2010-01-01, which is after RFC 4033's publication date 2005-03-01; adoption before 2010-01-01 cannot be observed through this field.",RFC 4033,algorithm,,,"The dictionary marks `algorithm` from 2010-01-01T00:00:00. Either restrict the analysis window to on or after that date, or annotate results before it as unknown rather than negative - an RFC published earlier than its indicator fields became available cannot be measured over the whole period.",,,"{""field_availability"": {""algorithm"": ""2010-01-01T00:00:00""}, ""fields_mentioned"": [""algorithm""], ""rfc_ids_mentioned"": [""RFC 4033""], ""scope"": ""rfc4033_dnssec_algorithm_present"", ""source"": ""indicator_warning"", ""warning"": ""Field `algorithm` is only available from 2010-01-01, which is after RFC 4033's publication date 2005-03-01; adoption before 2010-01-01 cannot be observed through this field.""}"
rev_0059,schema_inconsistency,low,unresolved,"RFC 4033 was published 2005-03-01, but the OpenINTEL fields its indicators rely on only become available later: `algorithm` (from 2010-01-01), `rr_type` (from 2010-01-01). Adoption of RFC 4033 before 2010-01-01 cannot be observed through this corpus, so a first-seen date is a lower bound on when the mechanism appeared, not on when it was adopted.",RFC 4033,algorithm; rr_type,,,"The dictionary marks `algorithm` from 2010-01-01T00:00:00; `rr_type` from 2010-01-01T00:00:00. Either restrict the analysis window to on or after that date, or annotate results before it as unknown rather than negative - an RFC published earlier than its indicator fields became available cannot be measured over the whole period.",,,"{""field_availability"": {""algorithm"": ""2010-01-01T00:00:00"", ""rr_type"": ""2010-01-01T00:00:00""}, ""fields_mentioned"": [""algorithm"", ""rr_type""], ""rfc_ids_mentioned"": [""RFC 4033""], ""scope"": """", ""source"": ""schema_report_warning"", ""warning"": ""RFC 4033 was published 2005-03-01, but the OpenINTEL fields its indicators rely on only become available later: `algorithm` (from 2010-01-01), `rr_type` (from 2010-01-01). Adoption of RFC 4033 before 2010-01-01 cannot be observed through this corpus, so a first-seen date is a lower bound on when the mechanism appeared, not on when it was adopted.""}"
rev_0060,schema_inconsistency,low,unresolved,"rfc4033_base_dnssec_record_present: Field `rr_type` is only available from 2010-01-01, which is after RFC 4033's publication date 2005-03-01; adoption before 2010-01-01 cannot be observed through this field.",RFC 4033,rr_type,,,"The dictionary marks `rr_type` from 2010-01-01T00:00:00. Either restrict the analysis window to on or after that date, or annotate results before it as unknown rather than negative - an RFC published earlier than its indicator fields became available cannot be measured over the whole period.",,,"{""field_availability"": {""rr_type"": ""2010-01-01T00:00:00""}, ""fields_mentioned"": [""rr_type""], ""rfc_ids_mentioned"": [""RFC 4033""], ""scope"": ""rfc4033_base_dnssec_record_present"", ""source"": ""indicator_warning"", ""warning"": ""Field `rr_type` is only available from 2010-01-01, which is after RFC 4033's publication date 2005-03-01; adoption before 2010-01-01 cannot be observed through this field.""}"
rev_0061,schema_inconsistency,low,unresolved,"rfc4034_dnskey_protocol_is_three: Field `dnskey_protocol` is only available from 2010-01-01, which is after RFC 4034's publication date 2005-03-01; adoption before 2010-01-01 cannot be observed through this field.",RFC 4034,dnskey_protocol,,,"The dictionary marks `dnskey_protocol` from 2010-01-01T00:00:00. Either restrict the analysis window to on or after that date, or annotate results before it as unknown rather than negative - an RFC published earlier than its indicator fields became available cannot be measured over the whole period.",,,"{""field_availability"": {""dnskey_protocol"": ""2010-01-01T00:00:00""}, ""fields_mentioned"": [""dnskey_protocol""], ""rfc_ids_mentioned"": [""RFC 4034""], ""scope"": ""rfc4034_dnskey_protocol_is_three"", ""source"": ""indicator_warning"", ""warning"": ""Field `dnskey_protocol` is only available from 2010-01-01, which is after RFC 4034's publication date 2005-03-01; adoption before 2010-01-01 cannot be observed through this field.""}"
rev_0062,schema_inconsistency,low,unresolved,"RFC 4034 was published 2005-03-01, but the OpenINTEL fields its indicators rely on only become available later: `dnskey_protocol` (from 2010-01-01), `rr_type` (from 2010-01-01), `rrsig_type_covered` (from 2010-01-01). Adoption of RFC 4034 before 2010-01-01 cannot be observed through this corpus, so a first-seen date is a lower bound on when the mechanism appeared, not on when it was adopted.",RFC 4034,dnskey_protocol; rr_type; rrsig_type_covered,,,"The dictionary marks `dnskey_protocol` from 2010-01-01T00:00:00; `rr_type` from 2010-01-01T00:00:00; `rrsig_type_covered` from 2010-01-01T00:00:00. Either restrict the analysis window to on or after that date, or annotate results before it as unknown rather than negative - an RFC published earlier than its indicator fields became available cannot be measured over the whole period.",,,"{""field_availability"": {""dnskey_protocol"": ""2010-01-01T00:00:00"", ""rr_type"": ""2010-01-01T00:00:00"", ""rrsig_type_covered"": ""2010-01-01T00:00:00""}, ""fields_mentioned"": [""dnskey_protocol"", ""rr_type"", ""rrsig_type_covered""], ""rfc_ids_mentioned"": [""RFC 4034""], ""scope"": """", ""source"": ""schema_report_warning"", ""warning"": ""RFC 4034 was published 2005-03-01, but the OpenINTEL fields its indicators rely on only become available later: `dnskey_protocol` (from 2010-01-01), `rr_type` (from 2010-01-01), `rrsig_type_covered` (from 2010-01-01). Adoption of RFC 4034 before 2010-01-01 cannot be observed through this corpus, so a first-seen date is a lower bound on when the mechanism appeared, not on when it was adopted.""}"
rev_0063,schema_inconsistency,low,unresolved,"rfc4034_core_record_present: Field `rr_type` is only available from 2010-01-01, which is after RFC 4034's publication date 2005-03-01; adoption before 2010-01-01 cannot be observed through this field.",RFC 4034,rr_type,,,"The dictionary marks `rr_type` from 2010-01-01T00:00:00. Either restrict the analysis window to on or after that date, or annotate results before it as unknown rather than negative - an RFC published earlier than its indicator fields became available cannot be measured over the whole period.",,,"{""field_availability"": {""rr_type"": ""2010-01-01T00:00:00""}, ""fields_mentioned"": [""rr_type""], ""rfc_ids_mentioned"": [""RFC 4034""], ""scope"": ""rfc4034_core_record_present"", ""source"": ""indicator_warning"", ""warning"": ""Field `rr_type` is only available from 2010-01-01, which is after RFC 4034's publication date 2005-03-01; adoption before 2010-01-01 cannot be observed through this field.""}"
rev_0064,schema_inconsistency,low,unresolved,"rfc4034_rrsig_type_covered_present: Field `rrsig_type_covered` is only available from 2010-01-01, which is after RFC 4034's publication date 2005-03-01; adoption before 2010-01-01 cannot be observed through this field.",RFC 4034,rrsig_type_covered,,,"The dictionary marks `rrsig_type_covered` from 2010-01-01T00:00:00. Either restrict the analysis window to on or after that date, or annotate results before it as unknown rather than negative - an RFC published earlier than its indicator fields became available cannot be measured over the whole period.",,,"{""field_availability"": {""rrsig_type_covered"": ""2010-01-01T00:00:00""}, ""fields_mentioned"": [""rrsig_type_covered""], ""rfc_ids_mentioned"": [""RFC 4034""], ""scope"": ""rfc4034_rrsig_type_covered_present"", ""source"": ""indicator_warning"", ""warning"": ""Field `rrsig_type_covered` is only available from 2010-01-01, which is after RFC 4034's publication date 2005-03-01; adoption before 2010-01-01 cannot be observed through this field.""}"
rev_0065,schema_inconsistency,low,unresolved,Indicator rfc4035_dnssec_ok_negotiated of RFC 4035 is non-queryable against this dictionary and will be skipped during matching: Indicator rfc4035_dnssec_ok_negotiated is non-queryable because none of the fields it references exist in the OpenINTEL dictionary: dnssec_ok_flag. No part of it can ever be evaluated against the measurement corpus.,RFC 4035,,,,"Resolve this warning before quoting counts from this run: it did not stop the pipeline, but warnings recorded here mark places where a result may be an artefact of the schema or the reader rather than of the measurement.",,,"{""field_availability"": {}, ""fields_mentioned"": [], ""rfc_ids_mentioned"": [""RFC 4035""], ""scope"": """", ""source"": ""schema_report_warning"", ""warning"": ""Indicator rfc4035_dnssec_ok_negotiated of RFC 4035 is non-queryable against this dictionary and will be skipped during matching: Indicator rfc4035_dnssec_ok_negotiated is non-queryable because none of the fields it references exist in the OpenINTEL dictionary: dnssec_ok_flag. No part of it can ever be evaluated against the measurement corpus.""}"
rev_0066,schema_inconsistency,low,unresolved,"rfc4509_ds_sha256_digest: Field `digest_type` is only available from 2010-01-01, which is after RFC 4509's publication date 2006-05-01; adoption before 2010-01-01 cannot be observed through this field.",RFC 4509,digest_type,,,"The dictionary marks `digest_type` from 2010-01-01T00:00:00. Either restrict the analysis window to on or after that date, or annotate results before it as unknown rather than negative - an RFC published earlier than its indicator fields became available cannot be measured over the whole period.",,,"{""field_availability"": {""digest_type"": ""2010-01-01T00:00:00""}, ""fields_mentioned"": [""digest_type""], ""rfc_ids_mentioned"": [""RFC 4509""], ""scope"": ""rfc4509_ds_sha256_digest"", ""source"": ""indicator_warning"", ""warning"": ""Field `digest_type` is only available from 2010-01-01, which is after RFC 4509's publication date 2006-05-01; adoption before 2010-01-01 cannot be observed through this field.""}"
rev_0067,schema_inconsistency,low,unresolved,"RFC 4509 was published 2006-05-01, but the OpenINTEL fields its indicators rely on only become available later: `digest_type` (from 2010-01-01), `rr_type` (from 2010-01-01). Adoption of RFC 4509 before 2010-01-01 cannot be observed through this corpus, so a first-seen date is a lower bound on when the mechanism appeared, not on when it was adopted.",RFC 4509,digest_type; rr_type,,,"The dictionary marks `digest_type` from 2010-01-01T00:00:00; `rr_type` from 2010-01-01T00:00:00. Either restrict the analysis window to on or after that date, or annotate results before it as unknown rather than negative - an RFC published earlier than its indicator fields became available cannot be measured over the whole period.",,,"{""field_availability"": {""digest_type"": ""2010-01-01T00:00:00"", ""rr_type"": ""2010-01-01T00:00:00""}, ""fields_mentioned"": [""digest_type"", ""rr_type""], ""rfc_ids_mentioned"": [""RFC 4509""], ""scope"": """", ""source"": ""schema_report_warning"", ""warning"": ""RFC 4509 was published 2006-05-01, but the OpenINTEL fields its indicators rely on only become available later: `digest_type` (from 2010-01-01), `rr_type` (from 2010-01-01). Adoption of RFC 4509 before 2010-01-01 cannot be observed through this corpus, so a first-seen date is a lower bound on when the mechanism appeared, not on when it was adopted.""}"
rev_0068,schema_inconsistency,low,unresolved,"rfc4509_ds_sha256_digest: Field `rr_type` is only available from 2010-01-01, which is after RFC 4509's publication date 2006-05-01; adoption before 2010-01-01 cannot be observed through this field.",RFC 4509,rr_type,,,"The dictionary marks `rr_type` from 2010-01-01T00:00:00. Either restrict the analysis window to on or after that date, or annotate results before it as unknown rather than negative - an RFC published earlier than its indicator fields became available cannot be measured over the whole period.",,,"{""field_availability"": {""rr_type"": ""2010-01-01T00:00:00""}, ""fields_mentioned"": [""rr_type""], ""rfc_ids_mentioned"": [""RFC 4509""], ""scope"": ""rfc4509_ds_sha256_digest"", ""source"": ""indicator_warning"", ""warning"": ""Field `rr_type` is only available from 2010-01-01, which is after RFC 4509's publication date 2006-05-01; adoption before 2010-01-01 cannot be observed through this field.""}"
rev_0069,schema_inconsistency,low,unresolved,"rfc5011_revoked_key_published: Field `flags` is only available from 2016-01-01, which is after RFC 5011's publication date 2007-09-01; adoption before 2016-01-01 cannot be observed through this field.",RFC 5011,flags,,,"The dictionary marks `flags` from 2016-01-01T00:00:00. Either restrict the analysis window to on or after that date, or annotate results before it as unknown rather than negative - an RFC published earlier than its indicator fields became available cannot be measured over the whole period.",,,"{""field_availability"": {""flags"": ""2016-01-01T00:00:00""}, ""fields_mentioned"": [""flags""], ""rfc_ids_mentioned"": [""RFC 5011""], ""scope"": ""rfc5011_revoked_key_published"", ""source"": ""indicator_warning"", ""warning"": ""Field `flags` is only available from 2016-01-01, which is after RFC 5011's publication date 2007-09-01; adoption before 2016-01-01 cannot be observed through this field.""}"
rev_0070,schema_inconsistency,low,unresolved,"RFC 5011 was published 2007-09-01, but the OpenINTEL fields its indicators rely on only become available later: `flags` (from 2016-01-01), `rr_type` (from 2010-01-01). Adoption of RFC 5011 before 2016-01-01 cannot be observed through this corpus, so a first-seen date is a lower bound on when the mechanism appeared, not on when it was adopted.",RFC 5011,flags; rr_type,,,"The dictionary marks `flags` from 2016-01-01T00:00:00; `rr_type` from 2010-01-01T00:00:00. Either restrict the analysis window to on or after that date, or annotate results before it as unknown rather than negative - an RFC published earlier than its indicator fields became available cannot be measured over the whole period.",,,"{""field_availability"": {""flags"": ""2016-01-01T00:00:00"", ""rr_type"": ""2010-01-01T00:00:00""}, ""fields_mentioned"": [""flags"", ""rr_type""], ""rfc_ids_mentioned"": [""RFC 5011""], ""scope"": """", ""source"": ""schema_report_warning"", ""warning"": ""RFC 5011 was published 2007-09-01, but the OpenINTEL fields its indicators rely on only become available later: `flags` (from 2016-01-01), `rr_type` (from 2010-01-01). Adoption of RFC 5011 before 2016-01-01 cannot be observed through this corpus, so a first-seen date is a lower bound on when the mechanism appeared, not on when it was adopted.""}"
rev_0071,schema_inconsistency,low,unresolved,"rfc5011_revoked_key_published: Field `rr_type` is only available from 2010-01-01, which is after RFC 5011's publication date 2007-09-01; adoption before 2010-01-01 cannot be observed through this field.",RFC 5011,rr_type,,,"The dictionary marks `rr_type` from 2010-01-01T00:00:00. Either restrict the analysis window to on or after that date, or annotate results before it as unknown rather than negative - an RFC published earlier than its indicator fields became available cannot be measured over the whole period.",,,"{""field_availability"": {""rr_type"": ""2010-01-01T00:00:00""}, ""fields_mentioned"": [""rr_type""], ""rfc_ids_mentioned"": [""RFC 5011""], ""scope"": ""rfc5011_revoked_key_published"", ""source"": ""indicator_warning"", ""warning"": ""Field `rr_type` is only available from 2010-01-01, which is after RFC 5011's publication date 2007-09-01; adoption before 2010-01-01 cannot be observed through this field.""}"
rev_0072,schema_inconsistency,low,unresolved,"rfc5155_nsec3_hash_algorithm: Field `algorithm` is only available from 2010-01-01, which is after RFC 5155's publication date 2008-03-01; adoption before 2010-01-01 cannot be observed through this field.",RFC 5155,algorithm,,,"The dictionary marks `algorithm` from 2010-01-01T00:00:00. Either restrict the analysis window to on or after that date, or annotate results before it as unknown rather than negative - an RFC published earlier than its indicator fields became available cannot be measured over the whole period.",,,"{""field_availability"": {""algorithm"": ""2010-01-01T00:00:00""}, ""fields_mentioned"": [""algorithm""], ""rfc_ids_mentioned"": [""RFC 5155""], ""scope"": ""rfc5155_nsec3_hash_algorithm"", ""source"": ""indicator_warning"", ""warning"": ""Field `algorithm` is only available from 2010-01-01, which is after RFC 5155's publication date 2008-03-01; adoption before 2010-01-01 cannot be observed through this field.""}"
rev_0073,schema_inconsistency,low,unresolved,"RFC 5155 was published 2008-03-01, but the OpenINTEL fields its indicators rely on only become available later: `algorithm` (from 2010-01-01), `rr_type` (from 2010-01-01). Adoption of RFC 5155 before 2010-01-01 cannot be observed through this corpus, so a first-seen date is a lower bound on when the mechanism appeared, not on when it was adopted.",RFC 5155,algorithm; rr_type,,,"The dictionary marks `algorithm` from 2010-01-01T00:00:00; `rr_type` from 2010-01-01T00:00:00. Either restrict the analysis window to on or after that date, or annotate results before it as unknown rather than negative - an RFC published earlier than its indicator fields became available cannot be measured over the whole period.",,,"{""field_availability"": {""algorithm"": ""2010-01-01T00:00:00"", ""rr_type"": ""2010-01-01T00:00:00""}, ""fields_mentioned"": [""algorithm"", ""rr_type""], ""rfc_ids_mentioned"": [""RFC 5155""], ""scope"": """", ""source"": ""schema_report_warning"", ""warning"": ""RFC 5155 was published 2008-03-01, but the OpenINTEL fields its indicators rely on only become available later: `algorithm` (from 2010-01-01), `rr_type` (from 2010-01-01). Adoption of RFC 5155 before 2010-01-01 cannot be observed through this corpus, so a first-seen date is a lower bound on when the mechanism appeared, not on when it was adopted.""}"
rev_0074,schema_inconsistency,low,unresolved,"rfc5155_nsec3_hash_algorithm: Field `rr_type` is only available from 2010-01-01, which is after RFC 5155's publication date 2008-03-01; adoption before 2010-01-01 cannot be observed through this field.",RFC 5155,rr_type,,,"The dictionary marks `rr_type` from 2010-01-01T00:00:00. Either restrict the analysis window to on or after that date, or annotate results before it as unknown rather than negative - an RFC published earlier than its indicator fields became available cannot be measured over the whole period.",,,"{""field_availability"": {""rr_type"": ""2010-01-01T00:00:00""}, ""fields_mentioned"": [""rr_type""], ""rfc_ids_mentioned"": [""RFC 5155""], ""scope"": ""rfc5155_nsec3_hash_algorithm"", ""source"": ""indicator_warning"", ""warning"": ""Field `rr_type` is only available from 2010-01-01, which is after RFC 5155's publication date 2008-03-01; adoption before 2010-01-01 cannot be observed through this field.""}"
